user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
AtH2023_SRR8655114_MAG43	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__JAVVXB01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__JAVVXB01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	93.13	11	0.87986	N/A
AtH2023_SRR8655114_MAG44	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	77.84	11	0.84169	N/A
AtH2023_SRR8655114_MAG46	d__Bacteria;p__Bacillota;c__Clostridia;o__UMGS1883;f__UMGS1883;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__UMGS1883;f__UMGS1883;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	91.14	11	0.77419	N/A
AtH2023_SRR8655114_MAG47	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-826;g__JBAYST01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-826;g__JBAYST01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	83.86	11	0.95815	N/A
AtH2023_SRR8655114_MAG51	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__Pelethousia;s__	N/A	N/A	N/A	N/A	N/A	GCA_937915455.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__Pelethousia;s__Pelethousia sp002409725	89.98	0.61	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__Pelethousia;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_034928145.1, s__Pelethousia sp034928145, 95.0, 90.21, 0.679	88.94	11	0.9876	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AtH2023_SRR8655114_MAG53	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__RUG11247;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__RUG11247;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	91.88	11	0.95869	N/A
AtH2023_SRR8655115_MAG03	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__JAJQAW01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__JAJQAW01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	92.61	11	0.95082	N/A
AtH2023_SRR8655115_MAG04	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__JAQVRG01;s__	N/A	N/A	N/A	N/A	N/A	GCA_028701165.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__JAQVRG01;s__JAQVRG01 sp028701165	89.19	0.432	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__JAQVRG01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_030533005.1, s__JAQVRG01 sp030533005, 95.0, 84.25, 0.214	92.49	11	0.98404	N/A
AtH2023_SRR8655115_MAG09	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__JAAZLA01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__JAAZLA01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	86.8	11	0.97681	N/A
AtH2023_SRR8655115_MAG10	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__JAVVXB01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__JAVVXB01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	93.13	11	0.87967	N/A
AtH2023_SRR8655115_MAG16	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__SKHV01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__SKHV01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	91.26	11	0.86651	N/A
AtH2023_SRR8655115_MAG18	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__RFP12;f__UBA3636;g__JAAZFF01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__RFP12;f__UBA3636;g__JAAZFF01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	68.65	11	0.96192	N/A
AtH2023_SRR8655115_MAG24	d__Bacteria;p__Patescibacteriota;c__Microgenomatia;o__UBA1400;f__PJMF01;g__JAAZKO01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteriota;c__Microgenomatia;o__UBA1400;f__PJMF01;g__JAAZKO01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	60.5	11	0.96756	N/A
AtH2023_SRR8655115_MAG25	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	78.44	11	0.87008	N/A
AtH2023_SRR8655115_MAG26	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__JAAYYM01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__JAAYYM01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	89.67	11	0.96473	N/A
AtH2023_SRR8655115_MAG28	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__RUG11247;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__RUG11247;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	92.28	11	0.95861	N/A
AtH2023_SRR8655115_MAG35	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__Phil1;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__Phil1;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	88.05	11	0.93722	N/A
AtH2023_SRR8655115_MAG43	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-492;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-492;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	87.71	11	0.9511	N/A
AtH2023_SRR8655115_MAG44	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAAYSD01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAAYSD01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	79.77	11	0.89646	N/A
AtH2023_SRR8655115_MAG46	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__Pelethousia;s__	N/A	N/A	N/A	N/A	N/A	GCA_937915455.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__Pelethousia;s__Pelethousia sp002409725	90.09	0.614	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__Pelethousia;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_034928145.1, s__Pelethousia sp034928145, 95.0, 90.05, 0.665	94.14	11	0.98762	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AtH2023_SRR8655115_MAG47	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1447;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1447;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	94.38	11	0.89896	N/A
AtH2023_SRR8655115_MAG51	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__LD1-PB3_B;f__Lenti-01;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__LD1-PB3_B;f__Lenti-01;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	89.46	11	0.9051	N/A
AtH2023_SRR8655115_MAG53	d__Bacteria;p__Bacillota;c__Clostridia;o__UMGS1883;f__UMGS1883;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__UMGS1883;f__UMGS1883;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	96.37	11	0.77497	N/A
AtH2023_SRR8655115_MAG55	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1447;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1447;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	92.36	11	0.95906	N/A
AtH2023_SRR8655116_MAG01	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__JAQVRG01;s__	N/A	N/A	N/A	N/A	N/A	GCA_028701165.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__JAQVRG01;s__JAQVRG01 sp028701165	89.31	0.435	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__JAQVRG01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_030533005.1, s__JAQVRG01 sp030533005, 95.0, 84.23, 0.211	92.49	11	0.98404	N/A
AtH2023_SRR8655116_MAG06	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1447;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1447;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	85.62	11	0.89926	N/A
AtH2023_SRR8655116_MAG09	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__JAAZLA01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__JAAZLA01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	86.8	11	0.97681	N/A
AtH2023_SRR8655116_MAG13	d__Bacteria;p__Patescibacteriota;c__Microgenomatia;o__UBA1400;f__PJMF01;g__JAAZKO01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteriota;c__Microgenomatia;o__UBA1400;f__PJMF01;g__JAAZKO01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	62.53	11	0.96718	N/A
AtH2023_SRR8655116_MAG14	d__Bacteria;p__Bacillota;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__JAAYFG01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__JAAYFG01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	70.69	11	0.90153	N/A
AtH2023_SRR8655116_MAG23	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__RUG11247;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__RUG11247;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	90.75	11	0.95859	N/A
AtH2023_SRR8655116_MAG32	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__RFP12;f__JAAYLN01;g__JAAYLN01;s__	N/A	N/A	N/A	N/A	N/A	GCA_012521875.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__RFP12;f__JAAYLN01;g__JAAYLN01;s__JAAYLN01 sp012521875	84.8	0.174	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__RFP12;f__JAAYLN01;g__JAAYLN01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	79.49	11	0.92644	N/A
AtH2023_SRR8655116_MAG34	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__DUPG01;s__	N/A	N/A	N/A	N/A	N/A	GCA_012511925.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__DUPG01;s__DUPG01 sp012511925	88.71	0.285	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__DUPG01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	76.75	11	0.98814	N/A
AtH2023_SRR8655116_MAG35	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__Phil1;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__Phil1;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	90.63	11	0.96116	N/A
AtH2023_SRR8655116_MAG37	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__LD1-PB3_B;f__Lenti-01;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__LD1-PB3_B;f__Lenti-01;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	83.4	11	0.90578	N/A
AtH2023_SRR8655116_MAG38	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAAYSD01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAAYSD01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	90.75	11	0.89739	N/A
AtH2023_SRR8655116_MAG43	d__Bacteria;p__Bacillota;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Neofamilia;s__	N/A	N/A	N/A	N/A	N/A	GCA_947630985.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Neofamilia;s__Neofamilia sp012513395	85.73	0.221	d__Bacteria;p__Bacillota;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Neofamilia;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	67.16	11	0.98446	N/A
AtH2023_SRR8655116_MAG44	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__RUG11792;f__RUG11792;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__RUG11792;f__RUG11792;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	72.08	11	0.78836	N/A
AtH2023_SRR8655116_MAG45	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__Pelethousia;s__	N/A	N/A	N/A	N/A	N/A	GCA_937915455.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__Pelethousia;s__Pelethousia sp002409725	90.68	0.617	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__Pelethousia;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_034928145.1, s__Pelethousia sp034928145, 95.0, 90.51, 0.685	88.11	11	0.98743	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AtH2023_SRR8655116_MAG47	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__JAVBUZ01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__JAVBUZ01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	54.96	11	0.94119	N/A
AtH2023_SRR8655116_MAG48	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__JAVVXB01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__JAVVXB01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	94.8	11	0.87969	N/A
AtH2023_SRR8655116_MAG51	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1447;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1447;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	93.9	11	0.95922	N/A
AtH2023_SRR8655117_MAG01	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__DTU089;s__	N/A	N/A	N/A	N/A	N/A	GCA_012511005.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__DTU089;s__DTU089 sp012511005	86.76	0.312	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__DTU089;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_035647555.1, s__DTU089 sp035647555, 95.0, 82.74, 0.184	94.14	11	0.98512	N/A
AtH2023_SRR8655117_MAG02	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1447;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1447;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	89.14	11	0.89919	N/A
AtH2023_SRR8655117_MAG03	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	92.71	11	0.84662	N/A
AtH2023_SRR8655117_MAG07	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__RUG11247;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__RUG11247;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	84.27	11	0.95901	N/A
AtH2023_SRR8655117_MAG12	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__SZUA-534;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__SZUA-534;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	92.81	11	0.83792	N/A
AtH2023_SRR8655117_MAG16	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAUNBN01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAUNBN01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	78.22	11	0.94861	N/A
AtH2023_SRR8655117_MAG17	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__RFP12;f__JAAYLN01;g__JAAYLN01;s__	N/A	N/A	N/A	N/A	N/A	GCA_012521875.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__RFP12;f__JAAYLN01;g__JAAYLN01;s__JAAYLN01 sp012521875	84.69	0.166	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__RFP12;f__JAAYLN01;g__JAAYLN01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	74.5	11	0.9243	N/A
AtH2023_SRR8655117_MAG18	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__SM23-30;g__JAFGDI01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__SM23-30;g__JAFGDI01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	78.93	11	0.95395	N/A
AtH2023_SRR8655117_MAG19	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__JAAZLA01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__JAAZLA01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	70.89	11	0.97557	N/A
AtH2023_SRR8655117_MAG20	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	78.59	11	0.81697	N/A
AtH2023_SRR8655117_MAG23	d__Bacteria;p__Bacillota;c__Clostridia;o__DSM-8532;f__DSM-8532;g__JAEWSN01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__DSM-8532;f__DSM-8532;g__JAEWSN01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	75.83	11	0.98051	N/A
AtH2023_SRR8655117_MAG32	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__DTU089;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__DTU089;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	81.31	11	0.94597	N/A
AtH2023_SRR8655117_MAG38	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__JAJQAW01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__JAJQAW01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	92.97	11	0.95082	N/A
AtH2023_SRR8655117_MAG41	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__DUPG01;s__	N/A	N/A	N/A	N/A	N/A	GCA_012511925.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__DUPG01;s__DUPG01 sp012511925	88.54	0.306	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__DUPG01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	80.98	11	0.98856	N/A
AtH2023_SRR8655117_MAG46	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__JAAYYM01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__JAAYYM01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	88.98	11	0.96454	N/A
AtH2023_SRR8655117_MAG48	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__JAVVXB01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__JAVVXB01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	94.88	11	0.87969	N/A
AtH2023_SRR8655117_MAG49	d__Bacteria;p__Bacillota;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__DTU019;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__DTU019;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	94.46	11	0.9134	N/A
